timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,stadium_name,result
1718316000,Jun 13 2024 - 10:00pm,complete,,Cruzeiro,Cuiabá,Marcelo de Lima Henrique,8,3.0,1.0,2.42,1.09,2,1,3,1,1,0,"45'1,67",64,6,4,3,0,2,0,0,3,0,2,12,11,7,6,5,5,9,12,51,49,1.56,1.13,1.73,1.61,4.25,67,84,84,84,42,59,75,67,84,10.0,6.33,Estádio Governador Magalhães Pinto,home_win
1718319600,Jun 13 2024 - 11:00pm,complete,,Internacional,São Paulo,Braulio da Silva Machado,8,2.0,2.0,1.6,1.0,0,0,0,0,0,0,,,5,3,5,0,4,0,1,4,0,4,7,8,0,5,7,3,15,18,49,51,2.08,1.56,0.89,1.0,2.92,84,100,75,17,0,0,50,100,100,13.5,4.33,Estádio Heriberto Hülse,tie
1718319600,Jun 13 2024 - 11:00pm,complete,,Flamengo,Grêmio,Luiz Flavio De Oliveira,8,2.0,0.0,2.17,1.0,2,1,3,1,1,0,"42,67",90'6,4,6,2,0,3,0,2,0,0,3,15,12,7,6,8,6,9,10,44,56,1.61,0.83,1.77,1.64,2.17,42,75,42,0,0,25,84,34,75,12.5,5.0,,home_win
1718319600,Jun 13 2024 - 11:00pm,complete,,Atlético PR,Criciúma,Jonathan Benkenstein Pinheiro,8,3.0,2.0,1.27,0.91,3,1,4,2,1,1,"22,55,79",8,5,3,0,0,1,0,0,0,1,0,18,10,8,5,10,5,9,12,66,34,1.66,1.38,2.11,1.12,2.5,25,67,42,42,0,17,84,25,84,9.0,4.0,,home_win
1718325000,Jun 14 2024 - 12:30am,complete,,Bahia,Fortaleza,Felipe Fernandes de Lima,8,3.0,2.0,2.17,1.36,1,0,1,0,0,0,79,,5,9,6,0,1,0,0,6,0,1,10,15,4,7,6,8,14,9,54,46,1.32,0.96,1.46,1.82,1.59,42,42,42,0,0,17,50,25,42,9.17,7.17,Arena Fonte Nova,home_win
1718325000,Jun 14 2024 - 12:30am,complete,,Palmeiras,Vasco da Gama,Ramon Abatti,8,0.33,0.0,2.15,0.83,2,0,2,1,1,0,"26,56",,10,6,1,0,2,0,0,1,0,2,21,9,8,3,13,6,10,14,58,42,1.45,1.28,2.35,1.03,1.67,34,50,34,0,0,0,84,34,50,13.0,5.33,Allianz Parque,home_win
1718487000,Jun 15 2024 - 9:30pm,complete,3338.0,Bragantino,Juventude,Emerson Ricardo de Almeida Andrade,9,1.75,0.67,2.0,0.54,2,1,3,2,1,1,"2,82",25,1,1,4,1,4,0,3,2,2,2,4,12,3,7,1,5,12,13,36,64,1.45,1.17,0.76,1.58,2.79,88,88,42,17,17,29,100,29,75,9.42,8.42,Estádio Nabi Abi Chedid,home_win
1718496000,Jun 16 2024 - 12:00am,complete,,Fluminense,Atlético GO,,9,1.5,1.0,1.42,0.69,1,2,3,1,1,0,41,"71,90'5",3,3,4,1,1,0,0,5,0,1,10,15,6,8,4,7,10,12,56,44,1.81,1.21,1.35,1.85,2.38,63,75,38,25,0,0,88,50,75,10.75,6.5,,away_win
1718564400,Jun 16 2024 - 7:00pm,complete,,Vitória,Internacional,Bruno Arleu de Araujo,9,0.25,2.0,1.08,1.33,2,1,3,1,1,0,"8,90'11",82,4,2,1,0,5,0,0,1,2,3,10,14,5,6,5,8,6,16,45,55,1.16,0.83,1.24,1.67,1.88,25,38,25,25,0,0,67,25,71,5.08,8.33,Arena Fonte Nova,home_win
1718564400,Jun 16 2024 - 7:00pm,complete,,Corinthians,São Paulo,Ramon Abatti,9,1.25,1.75,1.58,1.0,2,2,4,4,2,2,"31,45'2","4,41",9,5,3,1,5,0,1,3,3,2,13,10,9,8,4,2,15,10,68,32,1.69,1.42,1.75,1.47,1.75,25,50,50,13,0,13,50,38,63,8.75,6.5,Arena Corinthians,tie
1718564400,Jun 16 2024 - 7:00pm,complete,,Atlético PR,Flamengo,Anderson Daronco,9,3.0,2.0,1.27,1.5,1,1,2,0,0,0,90'2,90'9,5,9,4,1,3,0,0,5,0,3,10,9,4,7,6,2,11,11,52,48,1.77,1.8,1.19,1.39,2.75,50,63,50,38,13,38,75,38,75,11.0,4.0,,tie
1718573400,Jun 16 2024 - 9:30pm,complete,,Grêmio,Botafogo,,9,2.0,1.75,1.33,1.69,1,2,3,2,1,1,21,"10,57",7,4,4,0,3,0,1,3,1,2,10,11,5,6,5,5,12,11,47,53,1.31,0.98,1.46,1.37,2.09,25,71,13,13,13,25,75,25,71,10.0,8.25,Arena do Grêmio,away_win
1718573400,Jun 16 2024 - 9:30pm,complete,,Vasco da Gama,Cruzeiro,,9,1.5,1.0,2.0,0.92,0,0,0,0,0,0,,,5,5,2,0,4,0,1,1,0,4,12,6,5,3,7,3,11,11,50,50,1.32,1.21,1.45,0.76,3.13,50,88,63,25,13,38,75,38,88,7.25,6.5,Estádio Club de Regatas Vasco da Gama,tie
1718573400,Jun 16 2024 - 9:30pm,complete,,Cuiabá,Fortaleza,Jefferson Ferreira de Moraes,9,0.25,1.33,0.77,1.36,5,0,5,4,4,0,"3,11,37,45'10,54",,5,1,1,0,3,2,1,0,4,1,19,3,14,0,5,3,9,6,54,46,0.8,1.25,2.61,0.35,1.42,17,42,29,0,0,0,25,29,71,9.25,6.58,Arena Pantanal,home_win
1718573400,Jun 16 2024 - 9:30pm,complete,,Criciúma,Bahia,Flavio Rodrigues De Souza,9,0.33,1.25,1.38,1.0,2,2,4,1,1,0,"34,46","56,72",6,7,3,1,1,0,1,3,0,1,12,17,6,7,6,10,14,13,31,69,1.49,1.23,1.45,1.93,3.5,100,100,71,29,17,17,59,84,100,7.08,9.25,Estádio Heriberto Hülse,tie
1718667000,Jun 17 2024 - 11:30pm,complete,,Atlético Mineiro,Palmeiras,,9,1.67,2.5,1.42,1.58,0,4,4,1,0,1,,"25,60,61,90'5",3,6,5,2,3,0,4,3,1,2,9,18,4,10,5,8,16,16,49,51,1.61,1.51,1.06,2.13,1.92,46,75,29,0,0,17,59,29,59,12.25,6.83,,away_win
1718834400,Jun 19 2024 - 10:00pm,complete,,Botafogo,Atlético PR,Ramon Abatti,10,2.25,1.0,2.33,1.25,1,1,2,0,0,0,90'8,53,5,9,0,0,6,0,0,0,1,5,9,12,2,7,7,5,13,15,62,38,1.66,1.16,1.07,1.6,2.25,38,63,25,13,13,13,88,25,75,12.5,7.0,,tie
1718834400,Jun 19 2024 - 10:00pm,complete,,Atlético GO,Criciúma,,10,0.25,1.33,0.75,0.91,1,2,3,1,1,0,11,"60,90'13",5,1,1,1,1,0,0,2,1,0,10,12,2,8,8,4,10,11,49,51,1.45,1.3,1.12,1.61,3.04,59,88,71,46,0,17,88,71,100,7.0,6.67,,away_win
1718838000,Jun 19 2024 - 11:00pm,complete,33534.0,São Paulo,Cuiabá,,10,1.75,0.75,2.23,1.09,0,1,1,0,0,0,,82,4,6,2,0,4,0,1,1,0,4,16,11,5,4,11,7,5,16,59,41,1.48,1.25,1.79,1.21,2.88,50,75,63,25,13,38,75,38,75,9.5,6.5,Morumbí,away_win
1718838000,Jun 19 2024 - 11:00pm,complete,,Fortaleza,Grêmio,,10,1.5,0.0,2.54,1.0,1,0,1,1,1,0,42,,8,3,3,0,4,1,1,2,3,2,11,7,5,3,6,4,16,8,53,47,1.34,1.1,1.35,1.0,2.04,71,71,34,0,0,42,100,17,46,10.42,5.92,Estádio Comendador Agostinho Prada,home_win
1718838000,Jun 19 2024 - 11:00pm,complete,,Juventude,Vasco da Gama,,10,2.0,0.0,1.83,0.83,2,0,2,0,0,0,"52,90'8",,5,4,2,0,3,1,0,2,2,2,11,6,5,3,6,3,13,18,61,39,1.35,1.22,1.26,0.82,2.0,50,75,25,0,0,13,88,38,63,10.75,4.75,,home_win
1718843400,Jun 20 2024 - 12:30am,complete,,Internacional,Corinthians,Wagner do Nascimento Magalhaes,10,1.67,0.25,1.6,0.46,1,0,1,1,1,0,42,,3,7,1,0,2,0,0,1,0,2,8,8,6,4,2,4,17,13,47,53,1.69,1.23,1.15,1.19,1.96,46,71,29,13,0,0,38,59,71,13.25,5.25,Estádio Orlando Scarpelli,home_win
1718843400,Jun 20 2024 - 12:30am,complete,,Cruzeiro,Fluminense,,10,3.0,0.0,2.42,0.83,2,0,2,1,1,0,"41,90'3",,6,5,3,0,2,0,2,1,1,1,13,9,6,5,7,4,16,11,34,66,1.62,0.91,1.52,1.33,3.25,75,88,88,34,17,54,71,50,100,11.58,6.25,Estádio Governador Magalhães Pinto,home_win
1718919000,Jun 20 2024 - 9:30pm,complete,,Vitória,Atlético Mineiro,Marcelo de Lima Henrique,10,0.8,2.0,1.08,1.45,4,2,6,3,2,1,"8,44,66,76","14,88",2,4,2,0,2,0,2,0,1,1,12,16,7,8,5,8,15,13,39,61,1.18,1.3,1.41,1.98,2.65,55,78,68,33,0,13,88,55,65,10.25,8.15,Arena Fonte Nova,home_win
1718924400,Jun 20 2024 - 11:00pm,complete,,Flamengo,Bahia,Braulio da Silva Machado,10,2.25,1.2,2.17,1.0,2,1,3,2,1,1,"23,90'4",35,6,2,1,0,1,0,1,0,0,1,11,10,4,4,7,6,8,10,29,71,1.65,1.37,1.36,1.23,2.85,75,100,65,20,0,0,68,88,100,12.9,4.05,,home_win
1718929800,Jun 21 2024 - 12:30am,complete,,Palmeiras,Bragantino,Anderson Daronco,10,1.0,1.25,2.15,0.62,2,1,3,1,1,0,"21,55",49,10,3,0,0,2,0,0,0,1,1,14,12,8,4,6,8,10,9,54,46,1.68,1.48,1.89,1.23,1.75,25,63,13,13,0,13,88,13,50,12.5,5.25,Allianz Parque,home_win
1719082800,Jun 22 2024 - 7:00pm,complete,16256.0,Criciúma,Botafogo,Luiz Flavio De Oliveira,11,0.5,2.0,1.38,1.69,2,1,3,1,1,0,"10,84",55,4,7,4,0,3,0,1,3,1,2,12,9,6,3,6,6,16,14,38,62,1.48,1.05,1.49,1.14,3.3,80,90,58,35,23,43,68,58,90,8.0,10.3,Estádio Heriberto Hülse,home_win
1719088200,Jun 22 2024 - 8:30pm,complete,,Grêmio,Internacional,Ramon Abatti,11,1.5,1.5,1.33,1.33,0,1,1,0,0,0,,64,5,4,2,0,3,0,1,1,1,2,8,12,3,3,5,9,12,11,58,42,1.35,1.04,1.2,1.26,1.75,25,50,25,0,0,13,75,13,75,8.5,7.75,Arena do Grêmio,away_win
1719091800,Jun 22 2024 - 9:30pm,complete,5768.0,Cuiabá,Atlético GO,Bruno Pereira Vasconcelos,11,0.8,1.4,0.77,0.69,0,0,0,0,0,0,,,5,4,3,0,1,0,3,0,1,0,9,14,4,10,5,4,9,12,53,47,1.16,1.34,1.22,1.85,2.0,20,60,30,10,10,10,70,30,70,8.0,5.4,Arena Pantanal,tie
1719102600,Jun 23 2024 - 12:30am,complete,,Vasco da Gama,São Paulo,Caio Max Augusto Vieira,11,1.4,1.6,2.0,1.0,4,1,5,3,2,1,"33,45'3,80,90'3",11,2,8,3,0,1,0,1,2,1,0,14,6,8,3,6,3,13,14,40,60,1.35,1.43,1.7,1.08,3.1,60,80,80,40,10,30,70,60,70,7.6,6.6,Estádio Nivaldo Pereira,home_win
1719169200,Jun 23 2024 - 7:00pm,complete,,Bahia,Cruzeiro,,11,3.0,1.0,2.17,0.92,4,1,5,2,1,1,"45'9,78,90'1,90'6",14,3,1,0,0,3,1,0,0,1,3,10,7,7,2,3,5,7,13,64,36,1.35,1.12,1.58,0.76,1.55,23,43,23,0,0,23,68,0,55,8.95,6.5,Arena Fonte Nova,home_win
1719169200,Jun 23 2024 - 7:00pm,complete,,Fluminense,Flamengo,,11,1.2,1.8,1.42,1.5,0,1,1,0,0,0,,83,2,6,3,1,3,0,1,3,1,2,3,13,0,5,3,8,16,13,54,46,1.72,1.72,0.35,1.66,3.0,90,90,60,30,10,10,80,70,90,11.4,6.6,,away_win
1719169200,Jun 23 2024 - 7:00pm,complete,,Atlético PR,Corinthians,Felipe Fernandes de Lima,11,2.6,0.2,1.27,0.46,1,1,2,1,1,0,45,90'2,11,2,2,0,1,0,0,2,1,0,16,14,8,7,8,7,19,12,55,45,1.66,1.23,1.94,1.56,2.2,30,60,30,30,0,20,70,40,70,11.2,4.6,,tie
1719178200,Jun 23 2024 - 9:30pm,complete,,Atlético Mineiro,Fortaleza,Flavio Rodrigues De Souza,11,1.25,1.0,1.42,1.36,1,1,2,1,0,1,58,25,3,4,3,0,2,0,1,2,0,2,14,11,9,4,5,7,15,17,67,33,1.47,1.03,1.89,1.12,2.5,38,75,50,25,13,25,50,38,75,10.0,8.5,,tie
1719178200,Jun 23 2024 - 9:30pm,complete,,Palmeiras,Juventude,,11,1.4,0.5,2.15,0.54,3,1,4,0,0,0,"50,76,84",64,10,4,2,0,4,0,0,2,1,3,23,15,11,9,12,6,14,7,56,44,1.72,1.28,2.74,1.83,2.43,60,80,35,13,13,25,90,23,80,11.2,6.7,Allianz Parque,home_win
1719178200,Jun 23 2024 - 9:30pm,complete,,Bragantino,Vitória,Jonathan Benkenstein Pinheiro,11,2.0,0.5,2.0,0.67,2,1,3,2,1,1,"45'3,66",17,6,7,3,0,2,0,1,2,1,1,14,9,7,6,7,3,10,11,64,36,1.31,1.37,1.83,1.28,2.33,78,78,55,13,0,33,63,35,55,8.55,6.95,Estádio Nabi Abi Chedid,home_win
1719439200,Jun 26 2024 - 10:00pm,complete,,Cruzeiro,Atlético PR,,12,3.0,1.0,2.42,1.25,2,0,2,1,1,0,"15,90'1",,7,12,1,0,3,0,0,1,0,3,17,10,8,4,9,6,8,6,48,52,1.59,1.25,1.97,1.36,2.65,58,90,38,25,13,13,78,48,90,12.4,7.2,Estádio Governador Magalhães Pinto,home_win
1719439200,Jun 26 2024 - 10:00pm,complete,,Botafogo,Bragantino,,12,2.0,1.0,2.33,0.62,2,1,3,2,1,1,"21,52",6,7,4,2,0,2,0,1,1,1,1,12,12,5,7,7,5,13,12,49,51,1.54,1.43,1.4,1.59,2.5,60,70,40,20,10,20,80,50,70,11.8,5.0,,home_win
1719442800,Jun 26 2024 - 11:00pm,complete,38219.0,Corinthians,Cuiabá,Fabio Augusto de Sá Junior,12,1.2,1.2,1.58,1.09,1,1,2,1,0,1,86,5,13,1,3,0,4,0,1,2,3,1,18,8,8,5,10,3,10,13,60,40,1.71,1.24,2.27,1.07,2.4,30,50,50,30,10,40,60,20,60,9.0,7.0,Arena Corinthians,tie
1719442800,Jun 26 2024 - 11:00pm,complete,,Atlético GO,Grêmio,Bruno Arleu de Araujo,12,0.2,0.0,0.75,1.0,1,1,2,0,0,0,72,82,5,8,7,0,4,0,1,6,1,3,15,10,6,5,9,5,13,11,56,44,1.39,1.08,1.77,1.39,2.4,55,65,65,10,0,13,90,53,75,7.7,8.85,,tie
1719442800,Jun 26 2024 - 11:00pm,complete,,Juventude,Flamengo,,12,2.2,2.0,1.83,1.5,2,1,3,2,1,1,"26,87",19,7,8,2,0,1,0,0,2,0,1,16,8,10,6,6,2,10,10,54,46,1.33,1.71,1.99,1.29,2.15,54,74,17,9,9,19,55,45,72,10.8,5.27,,home_win
1719448200,Jun 27 2024 - 12:30am,complete,,Internacional,Atlético Mineiro,Luiz Flavio De Oliveira,12,2.0,1.6,1.6,1.45,1,2,3,0,0,0,67,"53,90'8",5,9,3,0,4,0,1,2,3,1,10,11,7,6,3,5,17,10,46,54,1.55,1.44,1.51,1.4,2.35,55,65,53,20,10,20,53,55,55,13.35,6.7,Estádio Heriberto Hülse,away_win
1719448200,Jun 27 2024 - 12:30am,complete,,Bahia,Vasco da Gama,,12,3.0,0.0,2.17,0.83,2,1,3,2,1,1,"7,86",20,7,0,0,0,3,1,0,0,2,2,15,10,9,4,6,6,14,15,63,37,1.4,1.14,2.12,1.05,2.2,40,60,40,10,10,20,80,40,70,10.0,5.4,Arena Fonte Nova,home_win
1719448200,Jun 27 2024 - 12:30am,complete,,Fortaleza,Palmeiras,,12,1.8,2.6,2.54,1.58,3,0,3,1,1,0,"9,47,69",,3,8,2,0,2,0,1,1,0,2,9,14,7,8,2,6,17,11,32,68,1.34,1.63,1.22,1.79,1.8,40,60,20,10,0,20,80,20,40,13.2,5.8,Estádio Governador Plácido Aderaldo Castelo,home_win
1719525600,Jun 27 2024 - 10:00pm,complete,,Fluminense,Vitória,Flavio Rodrigues De Souza,12,1.0,0.4,1.42,0.67,0,1,1,0,0,0,,90,6,2,3,0,1,0,1,2,1,0,10,8,6,7,4,1,14,12,63,37,1.49,1.35,1.4,1.23,2.62,82,82,64,27,0,20,62,54,80,9.23,6.6,,away_win
1719529200,Jun 27 2024 - 11:00pm,complete,28008.0,São Paulo,Criciúma,Bruno Pereira Vasconcelos,12,1.4,1.75,2.23,0.91,2,1,3,2,2,0,"1,22",90'2,2,2,2,0,4,0,1,1,3,1,11,9,7,3,4,6,10,22,60,40,1.55,1.38,1.41,0.99,2.53,58,80,58,25,0,23,70,48,90,8.9,4.7,Morumbí,home_win
1719696600,Jun 29 2024 - 9:30pm,complete,,Vasco da Gama,Botafogo,Ramon Abatti,13,1.67,1.67,2.0,1.69,1,1,2,0,0,0,84,73,0,5,3,0,6,0,2,1,2,4,9,11,3,7,6,4,13,23,54,46,1.41,1.07,0.99,1.52,3.17,67,83,67,34,25,50,67,59,83,7.83,7.83,Estádio Club de Regatas Vasco da Gama,tie
1719696600,Jun 29 2024 - 9:30pm,complete,,Cuiabá,Bragantino,Felipe Fernandes de Lima,13,0.83,0.83,0.77,0.62,1,1,2,2,1,1,33,42,3,11,4,1,2,0,2,3,1,1,6,12,3,6,3,6,13,16,34,66,1.17,1.46,0.76,1.62,2.17,34,67,42,17,9,25,75,25,67,8.16,5.16,Arena Pantanal,tie
1719756000,Jun 30 2024 - 2:00pm,complete,,Atlético Mineiro,Atlético GO,Jonathan Benkenstein Pinheiro,13,1.2,1.33,1.42,0.69,1,1,2,2,1,1,23,11,5,8,0,0,1,0,0,0,0,1,11,11,7,7,4,4,10,11,68,32,1.55,1.43,1.51,1.53,2.05,47,75,29,10,0,10,74,37,65,9.13,6.53,,tie
1719774000,Jun 30 2024 - 7:00pm,complete,,Grêmio,Fluminense,,13,1.2,0.0,1.33,0.83,1,0,1,0,0,0,61,,6,1,2,0,2,1,1,1,1,2,14,7,10,4,4,3,13,14,47,53,1.32,0.99,2.11,0.93,2.1,30,70,40,0,0,40,80,0,90,10.4,6.0,Arena do Grêmio,home_win
1719774000,Jun 30 2024 - 7:00pm,complete,,São Paulo,Bahia,Marcelo de Lima Henrique,13,1.67,1.0,2.23,1.0,3,1,4,2,2,0,"30,32,65",49,4,4,4,0,1,0,1,3,1,0,12,14,6,7,6,7,15,9,40,60,1.52,1.35,1.38,1.63,2.59,75,84,67,17,0,25,59,50,92,9.67,5.5,Morumbí,home_win
1719774000,Jun 30 2024 - 7:00pm,complete,,Fortaleza,Juventude,,13,2.0,0.4,2.54,0.54,2,1,3,2,2,0,"21,45'3",75,7,5,2,0,0,0,0,2,0,0,15,11,8,4,7,7,22,16,38,62,1.32,1.39,1.83,1.29,2.62,75,84,39,20,10,37,90,29,67,9.53,6.73,Estádio Governador Plácido Aderaldo Castelo,home_win
1719783000,Jun 30 2024 - 9:30pm,complete,,Vitória,Atlético PR,Bruno Arleu de Araujo,13,1.17,0.83,1.08,1.25,0,1,1,0,0,0,,80,7,6,3,0,2,0,0,3,1,1,10,5,4,3,6,2,12,16,59,41,1.22,1.27,1.31,0.83,2.58,50,83,34,25,9,9,92,42,83,9.33,7.17,Arena Fonte Nova,away_win
1719783000,Jun 30 2024 - 9:30pm,complete,,Flamengo,Cruzeiro,Braulio da Silva Machado,13,2.4,0.83,2.17,0.92,2,1,3,2,1,1,"17,65",38,2,5,1,0,3,0,1,0,1,2,7,12,4,6,3,6,5,16,46,54,1.59,1.06,0.92,1.46,2.39,47,84,47,9,9,27,74,39,84,11.67,4.53,,home_win
1719783000,Jun 30 2024 - 9:30pm,complete,,Criciúma,Internacional,Wagner do Nascimento Magalhaes,13,1.0,1.8,1.38,1.33,1,1,2,1,0,1,79,40,5,5,2,0,3,0,1,1,0,3,13,11,8,5,5,6,10,14,46,54,1.49,1.08,1.76,1.5,2.6,60,60,50,20,10,10,60,50,90,6.6,9.4,Estádio Heriberto Hülse,tie
1719874800,Jul 01 2024 - 11:00pm,complete,,Palmeiras,Corinthians,Anderson Daronco,13,1.67,0.33,2.15,0.46,2,0,2,0,0,0,"53,57",,7,3,3,1,4,0,2,2,1,3,14,14,11,5,3,9,18,10,58,42,1.89,1.28,1.97,1.48,2.0,33,67,25,17,0,0,75,33,67,13.5,4.17,Allianz Parque,home_win
1720044000,Jul 03 2024 - 10:00pm,complete,,Cuiabá,Botafogo,,14,0.86,1.57,0.77,1.69,1,2,3,2,1,1,45,"5,76",7,5,4,0,1,0,1,3,0,1,11,5,7,5,4,0,8,15,51,49,1.11,1.13,1.63,0.83,2.22,43,72,36,14,14,36,57,36,72,8.28,8.0,Arena Pantanal,away_win
1720047600,Jul 03 2024 - 11:00pm,complete,,Vasco da Gama,Fortaleza,,14,1.57,1.0,2.0,1.36,2,0,2,1,1,0,"45'3,63",,7,3,4,0,3,1,1,3,2,2,15,10,10,5,5,5,21,12,60,40,1.35,1.04,2.01,1.17,2.82,56,73,56,32,25,32,49,46,83,7.46,6.89,Estádio Nivaldo Pereira,home_win
1720047600,Jul 03 2024 - 11:00pm,complete,,Criciúma,Cruzeiro,,14,1.0,0.71,1.38,0.92,1,0,1,0,0,0,46,,7,10,3,1,2,0,0,4,1,1,12,17,7,7,5,10,11,7,35,65,1.53,1.12,1.52,2.03,2.9,72,86,55,24,16,30,77,41,86,8.03,7.96,Estádio Heriberto Hülse,home_win
1720053000,Jul 04 2024 - 12:30am,complete,,Atlético Mineiro,Flamengo,Ramon Abatti,14,1.17,1.71,1.42,1.5,2,4,6,2,0,2,"57,9","14,24,51,68",4,4,3,1,2,0,0,4,1,1,8,12,5,9,3,3,12,11,51,49,1.55,1.65,1.1,1.72,2.54,69,86,38,16,7,31,70,38,77,11.12,5.93,,away_win
1720053000,Jul 04 2024 - 12:30am,complete,,Bragantino,Atlético GO,,14,2.17,1.29,2.0,0.69,3,1,4,4,3,1,"6,20,45",29,3,8,1,0,3,0,1,0,2,1,11,13,6,7,5,6,15,9,52,48,1.4,1.44,1.43,1.74,2.04,63,70,41,0,0,32,86,23,55,9.86,6.14,Estádio Nabi Abi Chedid,home_win
1720053000,Jul 04 2024 - 12:30am,complete,,Atlético PR,São Paulo,,14,2.33,1.33,1.27,1.0,1,2,3,2,1,1,38,"33,6",6,2,1,1,2,0,0,2,0,2,11,10,5,9,6,1,19,8,45,55,1.7,1.37,1.39,1.5,2.75,59,75,58,42,9,33,75,50,75,11.17,5.16,,away_win
1720130400,Jul 04 2024 - 10:00pm,complete,,Grêmio,Palmeiras,Marcelo de Lima Henrique,14,1.5,2.17,1.33,1.58,2,2,4,1,1,0,"2,69","74,77",5,10,1,0,3,0,0,1,2,1,10,15,6,6,4,9,9,13,40,60,1.45,1.66,1.42,1.84,1.92,17,59,34,9,0,9,67,25,75,12.5,6.0,Arena do Grêmio,tie
1720130400,Jul 04 2024 - 10:00pm,complete,,Bahia,Juventude,Wagner do Nascimento Magalhaes,14,3.0,0.33,2.17,0.54,2,0,2,0,0,0,"59,68",,6,7,0,0,4,0,0,0,2,2,18,8,10,3,8,5,15,9,56,44,1.52,1.37,2.1,0.96,2.83,75,75,59,25,17,50,83,25,84,8.33,6.0,Arena Fonte Nova,home_win
1720134000,Jul 04 2024 - 11:00pm,complete,,Fluminense,Internacional,Felipe Fernandes de Lima,14,0.86,1.67,1.42,1.33,1,1,2,2,1,1,45'4,40,3,4,6,0,5,0,3,3,1,4,8,8,4,5,4,3,17,17,55,45,1.48,1.15,1.17,1.1,2.04,52,52,37,15,0,0,61,37,92,8.0,7.86,,tie
1720134000,Jul 04 2024 - 11:00pm,complete,,Corinthians,Vitória,,14,1.17,0.83,1.58,0.67,3,2,5,3,2,1,"26,43,90'5","37,86",9,9,4,0,4,0,2,2,0,4,11,14,6,7,5,7,15,10,44,56,1.8,1.33,1.34,1.74,1.92,50,59,42,17,0,33,42,17,59,11.0,6.0,Arena Corinthians,home_win
1720306800,Jul 06 2024 - 11:00pm,complete,,Flamengo,Cuiabá,,15,2.5,1.17,2.17,1.09,1,1,2,1,0,1,60,6,7,0,1,0,3,0,1,0,0,3,17,8,11,4,6,4,14,12,66,34,1.48,1.21,2.31,0.92,2.84,59,84,59,17,9,33,83,42,92,9.83,4.5,,tie
1720306800,Jul 06 2024 - 11:00pm,complete,,São Paulo,Bragantino,Bruno Pereira Vasconcelos,15,1.86,0.86,2.23,0.62,2,0,2,0,0,0,"66,9",,6,3,2,0,2,0,0,2,1,1,8,9,5,4,3,5,10,9,59,41,1.5,1.48,1.16,1.11,2.36,64,79,50,14,0,43,79,29,72,10.72,5.43,Morumbí,home_win
1720378800,Jul 07 2024 - 7:00pm,complete,,Cruzeiro,Corinthians,,15,3.0,0.29,2.42,0.46,3,0,3,2,2,0,"6,45'5,48",,8,8,2,0,1,0,1,1,0,1,11,11,7,3,4,8,22,12,47,53,1.67,1.31,1.45,1.23,2.6,45,86,37,27,10,10,76,52,86,11.71,4.89,Estádio Governador Magalhães Pinto,home_win
1720378800,Jul 07 2024 - 7:00pm,complete,,Fortaleza,Fluminense,,15,2.14,0.0,2.54,0.83,1,0,1,0,0,0,56,,12,3,1,0,2,0,0,1,0,2,16,11,7,4,9,7,13,14,42,58,1.39,0.98,1.86,1.32,2.09,45,69,40,0,0,47,84,7,72,10.26,5.29,Estádio Governador Plácido Aderaldo Castelo,home_win
1720378800,Jul 07 2024 - 7:00pm,complete,,Juventude,Grêmio,,15,2.33,0.2,1.83,1.0,3,0,3,2,2,0,"25,32,83",,3,8,1,0,3,0,0,1,0,3,13,9,7,6,6,3,14,10,49,51,1.44,1.14,1.53,1.28,2.0,55,72,29,0,0,27,74,37,64,9.57,6.7,,home_win
1720386000,Jul 07 2024 - 9:00pm,complete,,Internacional,Vasco da Gama,,15,1.6,0.0,1.6,0.83,1,2,3,0,0,0,80,"61,72",4,4,2,0,2,0,0,2,0,2,14,10,7,7,7,3,16,12,65,35,1.54,1.12,1.98,1.27,2.07,55,72,45,0,0,9,52,55,72,11.07,5.43,Estádio José Pinheiro Borda,away_win
1720387800,Jul 07 2024 - 9:30pm,complete,,Vitória,Criciúma,,15,1.0,1.4,1.08,0.91,2,1,3,3,2,1,"31,37",43,6,3,1,0,2,0,0,1,1,1,8,9,4,4,4,5,12,18,45,55,1.23,1.3,0.99,1.17,3.1,69,86,69,42,7,27,93,59,93,5.83,5.14,Arena Fonte Nova,home_win
